"Geneid","withDOX_1_S4","withDOX_2_S5","withDOX_3_S6","woDOX_1_S1","woDOX_3_S3","woDOX_2_S2"
"Marveld3",0,1,0,1,0,0
"Tat",0,0,0,0,0,0
"Chst4",0,0,0,0,0,0
"Zfp612",0,0,0,0,0,0
"Gm17720",0,0,0,0,0,0
"Gm21964",0,0,0,0,0,0
"Calb2",0,0,0,0,0,0
"Cmtr2",348,376,355,199,468,354
"Gm26832",0,0,0,0,0,0
"Hydin",2,0,1,1,1,0
"Gm23627",0,0,0,0,0,0
"Gm22701",0,1,0,1,1,0
"AC069308.1",0,0,0,1,1,0
"Gm44489",0,0,0,0,0,0
"Vac14",909,1002,1032,566,1030,919
"Mtss1l",1184,1352,1136,917,1072,1150
"Il34",147,179,194,113,241,172
"Gm15894",20,26,24,14,29,19
"Gm15895",2,4,2,4,5,9
"Sf3b3",7532,7820,8431,5017,9605,8888
"Snord111",14,13,15,15,15,26
"Gm22193",3,12,4,5,12,13
"Cog4",1788,2010,1812,1190,2033,1854
"Gm26816",225,239,249,128,259,230
"Fuk",320,391,334,251,376,381
"St3gal2",1815,1897,1769,1527,2405,2384
"Gm26132",5,12,6,4,2,10
"Ddx19a",902,937,877,567,999,931
"Ddx19b",327,330,350,181,329,296
"Mir3473d",0,1,0,0,0,0
"Aars",7155,6925,7101,5054,7855,7135
"Gm24103",10,6,14,5,11,14
"Exosc6",385,396,434,384,561,490
"Clec18a",0,1,0,0,2,1
"Pdpr",852,824,777,452,821,792
"9430091E24Rik",84,113,100,44,92,99
"Glg1",6593,6337,6064,4438,7684,7291
"Gm23193",0,4,3,1,0,1
"Rfwd3",1778,1866,1989,1031,2055,1799
"Mlkl",1841,1846,1953,1348,2168,2066
"Fa2h",1,0,0,0,0,0
"Gm24793",0,0,0,0,0,0
"Wdr59",956,928,932,518,888,868
"Mir1957b",24,16,13,13,10,15
"Znrf1",955,1118,979,610,954,866
"Ldhd",78,104,116,54,80,78
"Zfp1",291,314,315,218,311,315
"Ctrb1",0,0,0,0,0,2
"Mir7076",0,0,0,0,0,0
"Bcar1",1349,1491,1559,1165,2019,1509
"Cfdp1",2597,2561,2675,1856,2842,2727
"Tmem170",85,92,85,50,111,105
"Gm23853",0,0,0,0,0,0
"Chst5",0,0,0,0,0,0
"Tmem231",415,457,418,295,541,555
"Gabarapl2",465,423,413,253,532,478
"Adat1",179,200,210,134,218,244
"Kars",4107,4522,4938,2848,5516,4808
"Terf2ip",425,450,406,306,498,441
"Gm6793",2,2,2,2,10,5
"Gm22827",0,0,0,0,0,0
"Gm26994",0,0,0,0,0,0
"Cntnap4",0,0,1,1,0,2
"Gm22664",0,0,0,0,0,0
"Gm25766",0,0,0,0,0,0
"Gm24291",0,0,0,0,0,0
"Mon1b",530,549,518,331,544,503
"Syce1l",20,24,17,13,30,17
"Adamts18",0,0,0,0,0,0
"Nudt7",110,112,96,53,111,112
"Vat1l",0,0,0,0,0,0
"4933408N05Rik",0,0,0,0,0,0
"Clec3a",0,0,0,0,0,0
"Wwox",320,319,314,227,311,355
"Gm16116",6,3,2,4,2,5
"Gm16117",0,1,1,1,1,1
"Gm16118",1,0,2,1,2,1
"Gm22556",0,0,1,0,0,0
"Gm23677",0,0,0,0,0,0
"Maf",171,199,94,74,66,96
"Gm15655",21,25,8,10,6,8
"Dynlrb2",0,0,0,0,0,0
"Cdyl2",270,324,325,264,432,441
"Gm10620",0,0,0,0,0,0
"Cmc2",472,527,541,261,421,457
"Cenpn",856,870,891,460,867,785
"Atmin",545,561,597,433,749,753
"1700030J22Rik",71,70,46,16,36,35
"Gcsh",1043,1010,1065,795,1497,1367
"Pkd1l2",0,2,0,1,1,0
"Gm15395",0,0,0,0,0,0
"Bco1",0,1,0,2,1,0
"Gm20694",0,0,0,0,0,0
"Gan",917,838,878,739,1381,1197
"Cmip",1211,1274,1349,674,1135,1124
"Mir7077",1,0,4,1,3,4
"Mir7078",0,1,1,0,2,0
"Plcg2",0,2,0,0,1,0
"Gm27361",0,0,0,0,0,0
"Sdr42e1",0,1,1,0,1,3
"RP24-82M4.2",0,1,0,0,0,0
"Hsd17b2",0,0,0,0,0,0
"Mphosph6",388,340,411,263,462,436
"Gm10617",2,1,1,0,2,3
"Gm25200",0,0,0,0,0,0
"Cdh13",0,0,0,0,1,0
"Gm24035",0,0,0,0,0,0
"Gm22999",0,0,0,0,0,0
"Hsbp1",1895,2096,1972,1298,2031,2097
"Mlycd",130,130,118,74,140,125
"Osgin1",107,138,143,64,117,94
"Necab2",3,1,0,1,0,1
"Slc38a8",0,1,0,0,0,0
"Mbtps1",4941,5042,4513,3067,5034,4687
"Hsdl1",649,622,582,374,646,609
"Dnaaf1",64,73,74,45,107,79
"Taf1c",301,332,317,195,403,308
"Rps13-ps4",6,10,5,4,10,7
"Adad2",0,0,0,0,0,1
"Kcng4",1,0,0,0,0,0
"Wfdc1",6,7,12,2,17,4
"Atp2c2",14,15,13,8,20,9
"Tldc1",413,465,469,289,436,390
"Cotl1",1355,1596,1531,912,1744,1332
"Klhl36",90,103,55,60,108,84
"Usp10",1582,1731,1826,1103,1987,1737
"Gm20388",4540,5033,4683,2978,5253,4818
"Crispld2",9,13,8,5,10,6
"Gm15684",1,0,1,0,0,0
"Zdhhc7",620,625,569,335,600,559
"Gm15898",7,12,8,4,9,8
"A130014A01Rik",42,34,39,25,37,33
"Gm38379",2,3,0,0,1,0
"6430548M08Rik",327,340,290,144,219,219
"Fam92b",2,1,0,0,0,0
"A330074K22Rik",107,113,99,58,81,75
"Gse1",1555,1619,1705,713,1471,1116
"Gm22715",1,2,0,0,1,0
"Gm26971",9,2,5,4,7,3
"1700016A09Rik",9,12,6,2,10,6
"Mir7687",1,0,1,2,0,0
"Gins2",1455,1513,1468,647,1277,1011
"Gm10614",13,10,10,6,6,9
"Gm26739",0,0,0,0,1,1
"1190005I06Rik",33,34,22,17,19,19
"Gm27021",77,88,67,53,88,63
"Gm26537",4,2,5,3,2,1
"Emc8",1023,1089,1056,612,1083,1033
"Cox4i1",5917,6074,5824,3401,5838,5648
"Gm33142",1,0,0,0,0,0
"Gm24239",0,0,0,0,0,0
"Gm18709",0,0,0,0,0,0
"Irf8",1,0,0,0,0,0
"Gm26878",0,0,0,0,0,0
"Gm28324",0,0,0,0,0,0
"Fendrr",0,2,0,0,0,1
"Foxf1",22,14,12,20,24,26
"Gm27530",0,1,0,1,2,1
"Mthfsd",840,973,822,640,1026,971
"Foxc2",268,285,384,323,634,430
"Foxl1",56,60,61,53,68,50
"Gm37609",11,1,5,0,6,16
"5033426O07Rik",3,4,3,5,4,8
"Gm26815",0,3,7,0,8,7
"Gm26747",0,1,1,0,3,0
"Gm26784",0,0,0,0,1,0
"1700018B08Rik",2,0,2,0,1,0
"Gm27045",1,0,1,0,0,1
"1700030M09Rik",1,1,1,0,0,1
"Fbxo31",404,454,375,278,421,395
"Gm17786",1,0,0,0,0,0
"Map1lc3b",2248,2438,2074,1142,1841,1894
"Zcchc14",2364,2419,2303,1581,2936,2449
"Gm27030",5,15,9,8,6,13
"Gm23299",1,0,0,0,0,0
"Jph3",26,19,18,21,21,39
"Klhdc4",474,477,492,364,566,533
"Gm20406",45,37,43,43,56,41
"Gm24283",0,0,0,0,0,0
"Gm26812",4,0,0,0,1,0
"9530085P06Rik",1,0,2,0,0,0
"Slc7a5",1233,1267,1162,749,1567,1222
"BC048644",7,7,4,6,8,7
"Car5a",2,2,2,0,0,1
"Gm26999",1,0,0,0,0,0
"Gm37497",2,2,3,2,1,0
"Gm27011",12,7,10,6,12,8
"Banp",606,613,599,434,781,670
"Gm17709",7,5,12,13,19,26
"Mir7237",2,3,1,1,2,1
"Gm22",155,92,127,176,308,222
"Zfpm1",962,1142,1214,249,476,339
"RP24-286N17.3",11,11,8,8,9,7
"Trhr2",0,1,2,3,1,3
"Gm20681",1,1,1,4,1,2
"Zc3h18",2890,2921,3150,2033,3283,2993
"Il17c",1,2,1,2,2,2
"Cyba",620,661,642,306,479,442
"Mvd",1426,1481,1015,654,721,895
"Snai3",0,0,1,1,1,0
"Rnf166",480,572,427,329,577,495
"Gm24366",2,4,5,6,5,5
"Ctu2",2095,2190,2374,1478,2678,2126
"Piezo1",6711,7207,7671,4941,9135,7132
"Gm26497",2,0,2,1,5,1
"Cdt1",1337,1498,1469,827,1529,1123
"Aprt",2227,2582,2475,1505,2828,2335
"Galns",685,719,643,341,568,535
"Trappc2l",689,750,691,348,641,618
"Pabpn1l",0,1,4,1,0,0
"Mir6396",0,0,0,0,0,0
"Cbfa2t3",0,1,1,0,0,0
"Gm15899",0,0,0,0,0,0
"Gm10612",0,0,0,0,0,0
"Acsf3",444,535,443,243,460,424
"Gm16378",0,0,1,1,0,0
"Cdh15",0,4,0,0,0,0
"Ankrd11",5079,4951,5054,3552,5470,4958
"Gm24445",2,2,0,0,0,3
"2810013P06Rik",274,284,227,113,193,210
"Spg7",1561,1708,1524,990,1598,1523
"Rpl13",8393,9169,8533,6420,9904,8791
"Snord68",16,15,14,14,23,17
"Mir7079",14,12,27,11,17,15
"Cpne7",0,3,3,0,3,1
"Mir7080",0,0,0,0,0,0
"Sult5a1",10,12,4,1,3,2
"Dpep1",96,123,88,50,69,61
"Chmp1a",1791,1984,1743,927,1804,1623
"Rps12-ps9",19,14,12,5,17,20
"Spata33",6,10,8,1,10,6
"Cdk10",604,667,633,427,686,618
"Spata2l",71,75,68,41,64,80
"4933417D19Rik",20,31,21,16,17,25
"Vps9d1",430,555,462,269,496,430
"Zfp276",752,889,870,517,879,776
"Fanca",1546,1911,1856,970,1800,1543
"Spire2",367,426,370,317,494,459
"Tcf25",8493,9394,8361,4880,7432,7191
"Mc1r",2,10,8,4,0,0
"Gm38092",1,1,3,1,0,0
"Tubb3",250,374,313,49,93,100
"Def8",771,879,835,477,857,759
"Gm25428",0,0,0,0,2,0
"Afg3l1",1361,1305,1240,944,1412,1291
"Dbndd1",57,73,76,50,69,88
"Gas8",747,783,713,568,885,803
"Gm22314",12,12,7,8,18,12
"n-R5s100",0,0,0,0,0,0
"n-R5s101",0,0,0,0,0,0
"n-R5s102",0,0,0,0,0,0
"n-R5s103",0,0,0,0,0,0
"n-R5s104",0,0,0,0,0,0
"n-R5s105",0,0,0,0,0,0
"n-R5s106",0,0,0,0,0,0
"n-R5s107",0,0,0,0,0,0
"n-R5s108",0,0,0,0,0,0
"n-R5s109",0,0,0,0,0,0
"n-R5s110",0,0,0,0,0,0
"n-R5s111",0,0,0,0,0,0
"n-R5s112",0,0,0,0,0,0
"n-R5s113",0,0,0,0,0,0
"n-R5s114",0,0,0,0,0,0
"n-R5s115",0,0,0,0,0,0
"Gm25018",0,0,0,0,0,0
"n-R5s117",0,0,0,0,0,0
"n-R5s118",0,0,0,0,0,0
"n-R5s119",0,0,0,0,0,0
"n-R5s120",0,0,0,0,0,0
"n-R5s121",0,0,0,0,0,0
"n-R5s122",0,0,0,0,0,0
"n-R5s123",0,0,0,0,0,0
"n-R5s124",0,0,0,0,0,0
"n-R5s125",0,0,0,0,0,0
"Gm24312",0,0,0,0,0,0
"n-R5s127",0,0,0,0,0,0
"n-R5s128",0,0,0,0,0,0
"n-R5s129",0,0,0,0,0,0
"n-R5s130",0,0,0,0,0,0
"n-R5s131",0,0,0,0,0,0
"Gm26391",0,0,0,0,0,0
"n-R5s133",0,0,0,0,0,0
"n-R5s134",0,0,0,0,0,0
"Rn5s",0,0,0,0,0,0
"n-R5s136",0,4,2,14,4,10
"Gm24089",0,0,0,0,0,0
"n-R5s138",0,0,0,0,0,0
"n-R5s139",0,0,0,0,0,0
"Gm22109",0,0,0,0,0,0
"n-R5s141",0,0,0,0,0,0
"n-R5s142",0,0,0,0,0,0
"n-R5s143",0,0,0,0,0,0
"n-R5s144",0,0,0,0,0,0
"Gm25212",0,0,0,0,0,0
"n-R5s146",0,0,0,0,0,0
"Gm22291",0,0,0,0,0,0
"Gm23284",0,0,0,0,0,0
"n-R5s149",0,0,0,0,0,0
"Gm23647",0,0,0,0,0,0
"Rhou",1785,2067,1663,1123,1774,1963
"4732419C18Rik",1,3,3,3,4,1
"Rab4a",301,415,358,192,320,346
"2810455O05Rik",131,154,163,80,152,122
"Ccsap",668,722,686,401,711,650
"Gm4342",2,1,1,1,3,2
"Acta1",5,9,9,4,13,9
"Nup133",1747,1876,1889,1044,2025,1740
"Abcb10",1323,1406,1319,1093,1972,1884
"Taf5l",874,914,990,627,1230,1059
"Urb2",1316,1337,1513,877,1841,1592
"Mir1967",3,3,1,1,1,0
"Galnt2",4524,5007,4653,2963,5227,4803
"1810008B01Rik",260,278,253,153,255,247
"Gm15775",22,27,29,19,29,33
"Gm24459",0,0,0,1,0,0
"Pgbd5",66,70,48,76,87,89
"Cog2",1070,1062,912,573,963,870
"Agt",298,346,189,125,83,140
"Capn9",5,0,0,0,2,4
"2310022B05Rik",2499,2529,2360,1937,3048,2893
"Ttc13",1329,1427,1519,1036,1789,1708
"Arv1",144,154,164,98,172,166
"Fam89a",13,9,11,10,14,12
"Trim67",2,2,5,1,4,1
"Gm16163",237,232,215,207,257,234
"2810004N23Rik",829,885,933,539,983,965
"Gnpat",1487,1611,1436,932,1605,1542
"Exoc8",889,929,897,651,1032,1001
"Sprtn",360,368,315,233,361,366
"Egln1",829,833,851,593,880,914
"Tsnax",1268,1226,1266,801,1330,1239
"Disc1",11,8,16,4,9,6
"Gm22197",0,0,0,0,0,0
"Gm16237",0,0,0,0,0,0
"Sipa1l2",3928,4367,3946,2181,3820,3615
"Map10",1,1,1,0,1,1
"Ntpcr",318,429,341,215,304,343
"Pcnx2",1,0,0,1,0,1
"A730098A19Rik",0,0,0,0,0,0
"BC021891",0,0,0,0,0,0
"Kcnk1",0,0,0,0,0,0
"Slc35f3",1,0,0,1,1,2
"Coa6",199,229,259,162,282,269
"Gm17296",253,270,254,166,296,224
"Gm6091",4,2,3,1,3,1
"Gm26759",1069,1129,1140,554,998,907
"Irf2bp2",3824,3960,3932,2128,3614,3202
"Tomm20",2382,2469,2609,1630,2916,2812
"Gm26397",389,423,479,447,486,518
"Rbm34",747,660,777,522,846,822
"Gm22730",0,0,0,0,0,0
"Pard3",1891,2075,2006,1321,2316,2118
"Gm6921",1,1,3,1,3,5
"Gm22968",0,0,0,0,0,1
"Mir21c",0,0,0,0,0,0
"Nrp1",9171,9567,9486,4646,7939,7674
"Mir1903",84,80,86,33,64,70
"Gm26002",0,0,0,0,0,0
"Itgb1",17021,16598,18006,11249,20370,18644
"Gm3952",7,4,8,5,10,8
"Gm26100",0,0,1,1,1,0
"Ccdc7a",0,0,0,1,0,0
"Gm22545",0,0,0,0,0,0
"Ccdc7b",3,2,1,1,0,3
"Gm22374",0,0,0,0,0,0
"Gm10999",0,0,0,0,0,0
"2610044O15Rik8",511,502,510,350,545,581
"Gm21399",10,12,32,7,16,18
"Gm26870",2,7,3,6,15,7
"Gm10722",5,4,2,2,7,6
"Gm11168",0,2,0,2,5,2
"Gm10721",0,0,0,0,1,1
"Gm10720",0,0,0,0,1,1
"Gm10719",1,1,0,1,0,0
"Gm10718",1,2,1,2,6,2
"Gm10717",2,0,0,4,3,1
"Gm17535",0,0,0,0,1,0
"Gm10715",1,1,0,1,1,1
"Mir101c",0,0,0,0,0,0
"4930433N12Rik",0,0,0,0,0,0
"Gm27679",0,0,0,0,0,0
"Alkbh8",592,611,631,435,674,671
"Gm24918",3,1,2,1,3,1
"Gm23275",0,0,0,1,0,1
"Cwf19l2",619,635,666,428,713,707
"Gucy1a2",68,56,62,52,99,92
"Gm22195",0,0,0,0,0,0
"Aasdhppt",702,748,806,449,874,846
"Kbtbd3",87,47,71,49,68,79
"Gm23992",0,0,0,0,0,0
"Msantd4",1777,1766,1790,1058,1769,1851
"Gria4",0,0,1,0,0,0
"Gm23811",0,0,0,0,0,0
"Gm24896",0,0,0,0,0,0
"Casp1",27,19,26,8,3,12
"Casp4",783,775,578,156,180,246
"Casp12",1347,1278,1019,487,712,853
"Pdgfd",1,1,0,1,0,0
"Ddi1",0,0,0,0,0,0
"Gm23097",0,0,0,0,0,0
"Dync2h1",1389,1280,1258,839,1318,1513
"Dcun1d5",1125,1066,1243,728,1322,1388
"Mmp13",0,1,0,0,6,3
"Mmp12",0,0,0,0,0,0
"Mmp1b",0,0,0,0,0,0
"Mmp3",0,1,0,0,0,0
"Mmp1a",0,0,0,0,0,0
"Mmp10",1,0,0,0,1,0
"Mmp8",0,0,0,0,0,0
"Mmp27",0,0,0,0,0,0
"Mmp20",0,0,1,0,0,0
"AV064505",0,0,0,0,0,0
"Mmp7",0,0,0,0,0,0
"Gm10709",24,17,21,10,23,17
"Tmem123",1728,1821,1855,1144,1872,1930
"Mir5618",0,0,0,0,0,0
"Birc2",660,686,582,426,607,660
"Birc3",332,353,273,148,258,258
"Yap1",2971,3147,3016,1865,3297,3190
"Gm20416",170,161,165,143,221,180
"RP23-349N15.2",10,8,7,6,6,5
"9230110C19Rik",203,172,156,120,178,159
"Cep126",76,99,90,64,135,109
"1700128F08Rik",0,0,0,0,0,0
"Mir1899",0,0,0,0,0,0
"Trpc6",0,0,0,0,0,0
"Pgr",1,0,0,1,0,1
"Gm16485",0,0,1,0,0,0
"Arhgap42",638,623,637,500,828,795
"Gm16833",2,2,5,2,1,3
"Gm22815",0,0,0,0,0,0
"Cntn5",1,0,0,0,0,0
"Gm26195",0,0,0,0,0,0
"Mir6237",0,0,0,0,0,0
"Gm24496",0,0,0,0,0,0
"Gm25086",0,0,0,0,0,0
"RP23-24C14.1",0,0,0,0,0,0
"Gm25365",0,0,0,0,0,0
"Gm21070",0,0,0,0,0,0
"Gm29176",0,0,0,0,0,0
"Jrkl",293,241,253,183,284,279
"Ccdc82",345,364,326,220,371,351
"Gm26189",0,0,1,0,1,2
"Phxr4",22,20,25,10,27,39
"Gm17571",4,3,5,3,8,7
"Maml2",499,465,499,352,540,613
"Gm22643",20,32,19,15,25,28
"Mtmr2",2281,2319,2442,1411,2404,2424
"Cep57",764,804,760,472,844,865
"Fam76b",748,828,771,469,773,822
"Sesn3",2759,2832,2030,1689,2096,2787
"Endod1",670,671,699,462,772,746
"Kdm4dl",0,0,0,0,0,0
"Kdm4d",4,5,5,2,3,2
"Cwc15",1595,1590,1642,1088,1678,1701
"Amotl1",3075,3138,3257,1950,3490,3255
"Piwil4",0,0,0,0,0,0
"Gm10706",0,0,0,0,0,0
"Gm15586",0,0,0,0,0,0
"Fut4",0,0,0,0,0,0
"1700012B09Rik",0,0,0,0,0,0
"Ankrd49",470,552,532,272,528,494
"Mre11a",1302,1307,1433,877,1691,1431
"Gm16379",0,0,2,0,0,0
"Gm16302",0,2,2,0,1,0
"Gpr83",0,0,0,0,0,0
"Izumo1r",0,0,0,0,0,0
"Panx1",0,0,0,0,0,0
"Hephl1",0,0,0,0,0,0
"Gm22658",0,0,0,0,0,0
"Vstm5",55,55,55,19,35,38
"Med17",709,696,726,472,813,743
"4931406C07Rik",351,350,356,242,335,365
"Taf1d",1545,1545,1794,1259,2125,2171
"Gm25500",25,24,29,19,25,39
"Mir7650",13,17,13,12,11,18
"Gm24455",50,49,82,40,68,63
"Gm24299",66,76,55,31,69,63
"AC154296.1",242,243,262,220,283,287
"Gm25791",303,277,332,260,357,360
"Gm22620",42,35,53,29,52,42
"Gm24357",109,102,119,77,137,121
"Gm23455",1666,1537,1782,1096,1747,1638
"Gm22579",444,436,415,252,452,454
"Cep295",1391,1432,1447,967,1564,1657
"Scarna9",120,106,121,41,112,111
"Gm24339",260,192,268,189,221,274
"Gm16568",311,331,342,226,337,382
"Smco4",114,164,115,69,143,122
"Ccdc67",2,3,2,1,2,2
"Slc36a4",931,910,833,586,968,971
"Mtnr1b",0,0,0,0,0,0
"Fat3",0,0,0,0,0,0
"Gm5611",2,2,0,3,2,0
"Gm44498",0,0,0,0,0,1
"Chordc1",1607,1538,1809,1129,1904,1796
"Naalad2",795,841,701,512,733,840
"Ubtfl1",0,0,0,0,0,0
"Gm5612",0,0,0,0,0,0
"Mbd3l2",1,2,0,0,0,0
"Zfp558",38,45,41,37,56,66
"Gm22854",0,0,0,0,0,0
"Mbd3l1",0,0,0,0,0,0
"Muc16",0,0,0,0,0,0
"Gm25295",0,0,0,0,0,0
"Gm24546",0,0,0,0,0,0
"Olfr24",0,0,0,0,0,0
"Olfr828",0,0,0,0,0,0
"Olfr829",0,0,0,0,0,0
"Olfr830",0,0,0,0,0,0
"Olfr831-ps1",0,0,0,0,0,0
"Olfr832",0,0,0,0,0,0
"Olfr833-ps1",0,0,0,0,0,0
"Olfr834",0,0,0,0,0,0
"Olfr835",0,0,0,0,0,0
"Olfr836",0,0,0,0,0,0
"Olfr837",0,0,0,0,0,0
"Olfr843",0,0,0,0,0,0
"Olfr844",2,0,0,0,0,0
"Olfr845",0,0,0,0,0,0
"Olfr846",0,0,0,0,0,0
"Olfr847",0,0,0,0,0,0
"Gm23048",0,0,0,0,0,0
"Olfr849",0,0,0,0,0,0
"Olfr850",0,0,0,0,0,0
"Olfr851",0,0,0,0,0,0
"Olfr853",0,0,0,0,0,0
"Olfr854",0,0,0,0,0,0
"Olfr855",0,0,0,0,0,0
"Zfp317",1217,1100,1259,706,1286,1240
"Olfr857",0,1,0,0,0,3
"Olfr58",0,0,0,0,0,0
"Olfr859",0,0,1,0,0,0
"Olfr860",0,0,0,0,0,0
"Olfr862",0,0,0,0,0,0
"Olfr77",0,0,0,0,0,0
"Gm7808",5,4,9,4,5,4
"Olfr866",0,0,0,0,0,0
"Gm44395",0,0,0,0,0,0
"Gm26231",0,0,0,0,0,0
"Olfr867",0,0,0,0,0,0
"Olfr868",0,0,0,0,0,0
"Olfr869",0,0,0,0,0,0
"Olfr870",0,0,0,0,0,0
"Gm25914",0,0,0,0,0,0
"Gm26290",0,0,0,0,0,0
"Olfr871",0,0,0,0,0,0
"Olfr872",0,0,0,0,0,0
"Gm25425",0,0,0,0,0,0
"Olfr39",0,0,0,0,0,0
"Olfr873",0,0,0,0,0,0
"Olfr18",0,0,0,0,0,0
"Zfp560",192,167,198,137,227,225
"Gm26733",274,243,253,180,309,329
"Zfp26",1501,1459,1464,954,1626,1734
"Zfp426",403,446,433,296,472,478
"Gm23316",0,1,0,0,0,0
"Zfp266",2373,2303,2368,1757,2976,2936
"Zfp846",281,250,261,166,253,295
"Fbxl12os",73,68,70,49,78,83
"Gm26521",18,11,19,10,14,20
"Fbxl12",285,292,249,204,244,285
"Ubl5",1368,1485,1451,808,1404,1388
"Pin1",852,863,896,491,930,848
"Olfm2",11,6,8,4,6,7
"Col5a3",321,345,270,111,112,137
"Gm26274",3,2,1,1,0,0
"Rdh8",0,0,0,0,0,0
"A230050P20Rik",26,20,18,12,14,13
"Angptl6",61,49,44,24,35,28
"Ppan",926,1014,1111,770,1425,1103
"Gm24067",28,26,27,19,33,44
"Gm23008",6,8,5,6,14,9
"Eif3g",1812,1689,1803,1182,1977,1829
"Dnmt1",8220,8630,8963,5742,10473,8602
"Mir7081",8,3,5,2,7,2
"S1pr2",1148,1239,1150,524,1021,872
"Mrpl4",510,590,524,278,558,458
"Icam1",8,7,6,6,14,8
"Icam4",2,3,2,1,3,1
"Icam5",84,110,85,44,72,79
"Mir1900",0,0,0,0,0,0
"Gm26592",31,44,33,13,23,34
"Zglp1",8,7,6,7,8,10
"Fdx1l",408,464,437,287,452,415
"Raver1",1590,1870,1812,1153,1979,1602
"Mir7082",22,37,39,14,39,28
"1700084C06Rik",209,178,204,160,211,209
"Tyk2",649,727,626,419,627,650
"Cdc37",1835,2027,1981,1418,2356,2103
"Pde4a",510,601,611,370,676,532
"Gm16754",365,397,348,254,426,393
"Keap1",1175,1295,1112,794,1250,1211
"S1pr5",3,2,1,1,2,2
"Atg4d",460,455,467,280,515,435
"Kri1",821,881,890,640,994,870
"Gm37379",248,297,294,197,288,282
"Cdkn2d",513,475,470,178,265,309
"Ap1m2",0,1,1,0,0,0
"Slc44a2",1510,1577,1456,1086,1830,1701
"Ilf3",3663,3691,3789,2244,3627,3378
"Gm16853",90,80,89,34,63,83
"Qtrt1",230,220,212,116,242,206
"Dnm2",2401,2660,2525,1496,2392,2147
"Mir199a-1",9,14,7,6,11,8
"Tmed1",817,822,746,469,760,634
"AB124611",24,41,26,10,9,13
"Gm20519",3,4,7,0,1,0
"Carm1",1759,1969,1971,1148,1956,1736
"Yipf2",662,804,772,478,733,747
"1810026J23Rik",762,779,783,433,760,741
"Mir1946b",0,0,0,0,0,0
"Smarca4",5099,5509,5529,4021,6505,5553
"Gm27373",7,6,13,3,8,10
"Gm26511",1,3,3,0,2,6
"Ldlr",6378,6747,5335,3586,5573,5367
"Spc24",527,621,555,330,503,520
"Kank2",2234,2378,2040,1507,2316,2147
"Dock6",572,613,496,379,566,571
"Mir7083",0,0,0,0,0,0
"Angptl8",2,4,1,4,6,4
"Rab3d",154,155,129,123,134,160
"Tmem205",112,105,89,76,91,92
"Ccdc159",83,83,79,39,54,51
"Plppr2",357,350,313,237,386,332
"Swsap1",159,209,181,108,182,161
"Epor",8,5,4,9,4,4
"Rgl3",155,177,128,111,170,125
"Ccdc151",50,60,45,23,24,35
"Prkcsh",2855,3022,2758,1618,2889,2553
"Elavl3",3,3,3,4,5,8
"Zfp653",157,195,152,104,164,163
"Gm16845",104,107,101,79,120,88
"Ecsit",400,500,482,300,507,419
"Cnn1",60,62,58,37,83,63
"Elof1",911,976,953,582,1014,852
"Mir7084",7,8,7,6,6,4
"Acp5",0,0,0,0,0,1
"Pigyl",150,163,152,72,124,122
"RP23-187B11.6",4,6,6,2,5,5
"Rpl15-ps3",0,0,1,0,0,0
"Zfp872",0,0,0,0,0,0
"1810064F22Rik",0,0,0,0,0,0
"Zfp809",277,280,244,144,251,251
"Zfp599",119,114,132,92,166,141
"Zfp810",237,225,166,141,221,216
"Gm10182",1,2,0,0,0,4
"Anln",7782,8104,8688,4990,9258,8453
"9530077C05Rik",88,90,64,48,75,73
"Rp9",162,159,149,115,184,182
"Gm17545",1,0,0,0,1,1
"Bbs9",252,263,224,145,254,249
"Gm2976",1,1,0,0,1,1
"Gm16165",72,84,96,105,123,102
"Gm16164",1,0,0,2,1,0
"Gm27639",1,0,0,0,0,0
"Bmper",396,432,364,213,345,403
"Npsr1",1,0,1,3,3,3
"Gm15600",0,0,0,0,2,1
"Gm10701",19,27,33,18,41,35
"Gm22380",0,0,0,1,0,0
"Dpy19l1",5615,6151,6180,5166,9118,9830
"Dpy19l2",1,1,1,0,0,0
"Cypt4",0,0,0,0,0,0
"Gm38179",0,0,0,0,0,0
"Tbx20",0,0,0,0,0,1
"Gm23893",0,0,0,0,0,0
"Gm10181",0,0,0,0,0,0
"Gm10180",1,7,6,2,0,3
"Herpud2",523,561,500,336,542,527
"Gm29642",0,1,0,0,0,0
"Gm29375",0,0,1,0,0,0
"Sept7",6386,6175,6426,4111,6722,6753
"Eepd1",58,60,33,20,39,43
"Gm25861",0,0,0,0,0,2
"Gm25346",0,0,0,0,0,0
"Gm26190",0,0,0,0,0,0
"B3gat1",0,0,0,0,0,0
"Glb1l2",0,1,0,0,0,0
"Glb1l3",0,0,0,0,1,0
"Gm1110",0,1,0,0,0,1
"Acad8",524,514,553,308,548,481
"Thyn1",750,762,763,506,895,863
"Vps26b",1961,1975,1975,1355,2242,2133
"Ncapd3",1586,1683,1684,895,1536,1420
"Jam3",224,250,237,133,269,256
"Gm29172",0,0,0,0,0,0
"Igsf9b",0,0,0,0,0,0
"Spata19",0,0,0,0,0,0
"Opcml",142,160,111,121,135,182
"Gm15606",4,3,3,5,5,6
"Gm44316",0,0,0,0,0,0
"Ntm",0,0,0,0,0,0
"Gm15520",0,0,0,0,0,0
"Gm15521",0,0,0,0,0,0
